Unnamed: 0,product_name,link, product_images,price,details
199,LOOSE FIT DENIM BERMUDA SHORTS,https://www.zara.com/in/en/loose-fit-denim-bermuda-shorts-p04365400.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/400/430/2/w/448/4365400430_1_1_1.jpg?ts=1687947016312': 'Image 0 of LOOSE FIT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/400/430/2/w/448/4365400430_2_1_1.jpg?ts=1687947017120': 'Image 1 of LOOSE FIT DENIM BERMUDA SHORTS from Zara'}]","₹ 2,990.00","Loose fit Bermuda shorts with a five pocket design, faded effect and zip fly and top button fastening."
203,FLOWING BERMUDA SHORTS WITH PLEATS,https://www.zara.com/in/en/flowing-bermuda-shorts-with-pleats-p00775328.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0775/328/523/2/w/448/0775328523_1_1_1.jpg?ts=1691507788099': 'Image 0 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0775/328/523/2/w/448/0775328523_2_1_1.jpg?ts=1691507789640': 'Image 1 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts. Waist with pleats on the front. Front pockets and back welt pocket detail. Front zip fly and button fastening.
204,FAUX LEATHER BERMUDA SHORTS,https://www.zara.com/in/en/faux-leather-bermuda-shorts-p05070306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5070/306/800/2/w/448/5070306800_1_1_1.jpg?ts=1688652391705': 'Image 0 of FAUX LEATHER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5070/306/800/2/w/448/5070306800_2_1_1.jpg?ts=1688652387864': 'Image 1 of FAUX LEATHER BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a faux leather fabric. Front pleated detail at the waist. Front pockets and welt pockets at the back. Zip fly and top button fastening.
206,CARGO BERMUDA SHORTS WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/cargo-bermuda-shorts-with-contrast-topstitching-p05780162.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5780/162/800/2/w/448/5780162800_1_1_1.jpg?ts=1688720591093': 'Image 0 of CARGO BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5780/162/800/2/w/448/5780162800_2_1_1.jpg?ts=1688715757593': 'Image 1 of CARGO BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts. Elasticated waistband. Front pockets and rear welt pockets. Patch pockets with flaps on the legs. Contrast topstitching all over the garment. Front zip fly and button fastening.
208,STRIPED POPLIN BERMUDA SHORTS,https://www.zara.com/in/en/striped-poplin-bermuda-shorts-p03992336.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/336/403/2/w/448/3992336403_1_1_1.jpg?ts=1691415875014': 'Image 0 of STRIPED POPLIN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/336/403/2/w/448/3992336403_2_1_1.jpg?ts=1691415873235': 'Image 1 of STRIPED POPLIN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Cropped-length Bermuda shorts. Adjustable elasticated waistband with drawstring. Side pockets and back welt pocket detail. Split hems.
209,CARGO BERMUDA SHORTS,https://www.zara.com/in/en/cargo-bermuda-shorts-p05862308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/308/505/2/w/448/5862308505_1_1_1.jpg?ts=1691146185319': 'Image 0 of CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/308/505/2/w/448/5862308505_2_1_1.jpg?ts=1691146185898': 'Image 1 of CARGO BERMUDA SHORTS from Zara'}]","₹ 3,990.00",High-waist Bermuda shorts with side pockets and back welt pockets. Patch pockets with flaps on the legs. Front zip fly and top button fastening.
210,BELTED CARGO SHORTS,https://www.zara.com/in/en/belted-cargo-shorts-p02675310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_1_1_1.jpg?ts=1691418601442': 'Image 0 of BELTED CARGO SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_2_1_1.jpg?ts=1691418601846': 'Image 1 of BELTED CARGO SHORTS from Zara'}]","₹ 3,990.00",Shorts with a contrast belt. Patch pockets with flaps on the front and back. Split hems. Front zip and button fastening.
211,TEXTURED CARGO BERMUDA SHORTS,https://www.zara.com/in/en/textured-cargo-bermuda-shorts-p02675312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/312/500/2/w/448/2675312500_1_1_1.jpg?ts=1691418602034': 'Image 0 of TEXTURED CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/312/500/2/w/448/2675312500_2_1_1.jpg?ts=1691418602029': 'Image 1 of TEXTURED CARGO BERMUDA SHORTS from Zara'}]","₹ 5,590.00",Bermuda shorts made of textured fabric. Buttoned welt pockets at the back and patch pockets with flaps on the legs. Frayed trims. Front zip and button fastening.
213,CARGO JOGGER BERMUDA SHORTS,https://www.zara.com/in/en/cargo-jogger-bermuda-shorts-p00722317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/317/401/2/w/448/0722317401_1_1_1.jpg?ts=1684858431514': 'Image 0 of CARGO JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/317/401/2/w/448/0722317401_2_1_1.jpg?ts=1684858431490': 'Image 1 of CARGO JOGGER BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts featuring an adjustable elasticated waistband with drawstring. Front pockets and zip pockets on the back. Zip pocket on the leg.
214,SEERSUCKER BERMUDA SHORTS,https://www.zara.com/in/en/seersucker-bermuda-shorts-p07380307.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7380/307/401/13/w/448/7380307401_1_1_1.jpg?ts=1691680253622': 'Image 0 of SEERSUCKER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7380/307/401/13/w/448/7380307401_2_1_1.jpg?ts=1691680250006': 'Image 1 of SEERSUCKER BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Regular-fit Bermuda shorts with an elasticated waistband with adjustable drawstring. Side pockets and back welt pockets.
219,JOGGER WAIST BERMUDA SHORTS,https://www.zara.com/in/en/jogger-waist-bermuda-shorts-p06861400.html,[],"₹ 3,290.00",Regular-fit Bermuda shorts with an adjustable waistband with inner drawstring. Front welt pockets and a back patch pocket detail.
220,BERMUDA SHORTS WITH CROCHET POCKET,https://www.zara.com/in/en/bermuda-shorts-with-crochet-pocket-p03992315.html,[],"₹ 3,290.00","Bermuda shorts made of a cotton and viscose blend. Featuring an adjustable elasticated waistband with drawstring, side pockets and a rear contrast crochet patch pocket."
222,LINEN - VISCOSE KNIT BERMUDA SHORTS,https://www.zara.com/in/en/linen---viscose-knit-bermuda-shorts-p09598303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_1_1_1.jpg?ts=1688478952617': 'Image 0 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_2_1_1.jpg?ts=1688478953984': 'Image 1 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Loose-fitting knit Bermuda shorts made of a spun linen and viscose blend. Adjustable elasticated drawstring waistband. Front pockets and rear patch pocket. Contrast topstitching detail.
224,TECHNICAL BERMUDA SHORTS - LIMITED EDITION,https://www.zara.com/in/en/technical-bermuda-shorts---limited-edition-p04391304.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/448/4391304515_1_1_1.jpg?ts=1689697345028': 'Image 0 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/0/4391304515_2_1_1.jpg?ts=1689697345126': 'Image 1 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}]","₹ 4,990.00",Relaxed fit Bermuda shorts made of technical satin fabric. Front pockets and rear patch pockets. Front zip and snap-button fastening.
0,WIDE-FIT KNIT JOGGERS,https://www.zara.com/in/en/wide-fit-knit-joggers-p05755301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5755/301/800/2/w/448/5755301800_1_1_1.jpg?ts=1692951284336': 'Image 0 of WIDE-FIT KNIT JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5755/301/800/2/w/448/5755301800_2_1_1.jpg?ts=1692951287061': 'Image 1 of WIDE-FIT KNIT JOGGERS from Zara'}]","₹ 3,290.00",Knit trousers with an adjustable elasticated waistband. Side pockets and rear pocket detail.
4,RIBBED JOGGERS,https://www.zara.com/in/en/ribbed-joggers-p05039503.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5039/503/800/2/w/0/5039503800_1_1_1.jpg?ts=1692956953130': 'Image 0 of RIBBED JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5039/503/800/2/w/448/5039503800_2_1_1.jpg?ts=1692956952856': 'Image 1 of RIBBED JOGGERS from Zara'}]","₹ 3,290.00",Trousers featuring an adjustable elasticated waistband with drawstring. Front pockets and rear pocket detail.
8,SLIM FIT CARGO TROUSERS,https://www.zara.com/in/en/slim-fit-cargo-trousers-p09252300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9252/300/800/2/w/448/9252300800_1_1_1.jpg?ts=1691144900170': 'Image 0 of SLIM FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9252/300/800/2/w/448/9252300800_2_1_1.jpg?ts=1691144901614': 'Image 1 of SLIM FIT CARGO TROUSERS from Zara'}]","₹ 3,990.00",Slim fit trousers. Front pockets and rear pocket details. Patch pockets with flaps on the legs. Front zip fly and button fastening.
13,STRAIGHT FIT CARGO TROUSERS,https://www.zara.com/in/en/straight-fit-cargo-trousers-p06917306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/306/818/2/w/448/6917306818_2_1_1.jpg?ts=1691079127613': 'Image 0 of STRAIGHT FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/306/818/2/w/0/6917306818_1_1_1.jpg?ts=1691079126929': 'Image 1 of STRAIGHT FIT CARGO TROUSERS from Zara'}]","₹ 3,990.00",Straight fit trousers. Front pockets and back flap pockets. Patch pockets with flaps on the legs. Adjustable hems with tab. Front zip fly and button fastening.
15,PLEATED TROUSERS,https://www.zara.com/in/en/pleated-trousers-p06332616.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6332/616/807/2/w/448/6332616807_1_1_1.jpg?ts=1692959379367': 'Image 0 of PLEATED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6332/616/807/2/w/448/6332616807_2_1_1.jpg?ts=1692959379397': 'Image 1 of PLEATED TROUSERS from Zara'}]","₹ 4,990.00",Relaxed fit trousers. Waistband with front pleated details. Front pockets and rear welt pockets. Front zip fly and button fastening.
16,PLEATED TROUSERS WITH BELT,https://www.zara.com/in/en/pleated-trousers-with-belt-p00706605.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/605/800/2/w/448/0706605800_1_1_1.jpg?ts=1689763216484': 'Image 0 of PLEATED TROUSERS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/605/800/2/w/448/0706605800_2_1_1.jpg?ts=1689763217443': 'Image 1 of PLEATED TROUSERS WITH BELT from Zara'}]","₹ 4,990.00",Relaxed fit trousers featuring a waist with front pleats and a belt in the same fabric. Front pockets and rear welt pockets. Front zip and button fastening.
20,COMFORT FIT JOGGER WAIST TROUSERS,https://www.zara.com/in/en/comfort-fit-jogger-waist-trousers-p02553310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/310/916/2/w/448/2553310916_1_1_1.jpg?ts=1692776030192': 'Image 0 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/310/916/2/w/448/2553310916_2_1_1.jpg?ts=1692776029772': 'Image 1 of COMFORT FIT JOGGER WAIST TROUSERS from Zara'}]","₹ 3,290.00",Trousers made of stretchy fabric. Adjustable inner elasticated waistband. Front and back pockets.
24,RELAXED-FIT TROUSERS WITH PLEATS,https://www.zara.com/in/en/relaxed-fit-trousers-with-pleats-p06861313.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/313/800/2/w/448/6861313800_1_1_1.jpg?ts=1692776632816': 'Image 0 of RELAXED-FIT TROUSERS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/313/800/2/w/448/6861313800_2_1_1.jpg?ts=1692776632712': 'Image 1 of RELAXED-FIT TROUSERS WITH PLEATS from Zara'}]","₹ 3,990.00",Relaxed-fit trousers. Waistband with front pleated details. Front pockets and rear pockets with buttoned flaps. Front zip fly and button fastening.
25,PLEATED TROUSERS,https://www.zara.com/in/en/pleated-trousers-p06861336.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/336/800/2/w/448/6861336800_1_1_1.jpg?ts=1692181731410': 'Image 0 of PLEATED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/336/800/2/w/448/6861336800_2_1_1.jpg?ts=1692181731665': 'Image 1 of PLEATED TROUSERS from Zara'}]","₹ 4,990.00",Straight fit trousers. Waist with front pleated details. Front pockets and rear pocket details. Turn-up hems. Front zip fly and button fastening.
29,100% WOOL SUIT TROUSERS - LIMITED EDITION,https://www.zara.com/in/en/100-wool-suit-trousers---limited-edition-p05830542.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5830/542/800/2/w/448/5830542800_1_1_1.jpg?ts=1689334797751': 'Image 0 of 100% WOOL SUIT TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5830/542/800/2/w/448/5830542800_2_1_1.jpg?ts=1689334798050': 'Image 1 of 100% WOOL SUIT TROUSERS - LIMITED EDITION from Zara'}]","₹ 5,990.00",Relaxed fit trousers with an elasticated waistband with front pleated details. Front pockets and rear jetted pockets. Hidden metal hook and zip fly front fastening.
30,100% WOOL SUIT TROUSERS,https://www.zara.com/in/en/100-wool-suit-trousers-p05956218.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5956/218/800/2/w/448/5956218800_1_1_1.jpg?ts=1691507789721': 'Image 0 of 100% WOOL SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5956/218/800/2/w/448/5956218800_2_1_1.jpg?ts=1691507789919': 'Image 1 of 100% WOOL SUIT TROUSERS from Zara'}]","₹ 5,990.00",Slim-fit trousers made of Italian wool fabric. Front pockets and back welt pockets with buttons. Hidden metal hook and zip fly fastening at the front.
32,100% WOOL SUIT TROUSERS,https://www.zara.com/in/en/100-wool-suit-trousers-p05956544.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5956/544/706/2/w/448/5956544706_1_1_1.jpg?ts=1692785577934': 'Image 0 of 100% WOOL SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5956/544/706/2/w/448/5956544706_2_1_1.jpg?ts=1692785579174': 'Image 1 of 100% WOOL SUIT TROUSERS from Zara'}]","₹ 5,990.00",Slim fit trousers made of Italian wool fabric. Front pockets and rear welt pockets. Front zip fly and crossover button fastening.
34,TECHNICAL TRAINING TROUSERS,https://www.zara.com/in/en/technical-training-trousers-p01698303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_1_1_1.jpg?ts=1693233016475': 'Image 0 of TECHNICAL TRAINING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_2_1_1.jpg?ts=1693233017047': 'Image 1 of TECHNICAL TRAINING TROUSERS from Zara'}]","₹ 3,290.00",Trousers made of lightweight and stretchy technical fabric.- Elastic waistband with drawstrings. - Front pockets with autolock zip fastening. - Hem with elasticated cuffs. - Printed logo detail.Zara Athleticz.View more
39,JOGGER WAIST COTTON TROUSERS,https://www.zara.com/in/en/jogger-waist-cotton-trousers-p00761335.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/335/800/3/w/448/0761335800_1_1_1.jpg?ts=1693233016350': 'Image 0 of JOGGER WAIST COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/335/800/3/w/448/0761335800_2_1_1.jpg?ts=1693233016725': 'Image 1 of JOGGER WAIST COTTON TROUSERS from Zara'}]","₹ 3,290.00",Trousers made of compact cotton fabric. Adjustable elastic waistband with drawstring. Side welt pockets with zip closures. Cuffed hems.Zara Athleticz.View more
47,RELAXED-FIT SUIT,https://www.zara.com/in/en/relaxed-fit-suit-p00706577.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/577/706/2/w/0/0706577706_1_1_1.jpg?ts=1689670151064': 'Image 0 of RELAXED-FIT SUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/577/706/2/w/0/0706577706_2_1_1.jpg?ts=1689670152116': 'Image 1 of RELAXED-FIT SUIT from Zara'}]","₹ 4,990.00",Relaxed fit trousers. Front pockets and rear welt pockets. Front zip fly and button fastening.
48,SUIT TROUSERS WITH IRREGULAR TRIMS,https://www.zara.com/in/en/suit-trousers-with-irregular-trims-p05826507.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5826/507/800/2/w/448/5826507800_1_1_1.jpg?ts=1689675754638': 'Image 0 of SUIT TROUSERS WITH IRREGULAR TRIMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5826/507/800/2/w/0/5826507800_2_1_1.jpg?ts=1689675755494': 'Image 1 of SUIT TROUSERS WITH IRREGULAR TRIMS from Zara'}]","₹ 3,990.00",Oversize fit trousers. Adjustable elasticated waistband with drawstring. Front pleated details. Side pockets and rear welt pockets. Front zip fly and button fastening.
49,STRAIGHT FIT SUIT TROUSERS,https://www.zara.com/in/en/straight-fit-suit-trousers-p05624086.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5624/086/819/2/w/448/5624086819_1_1_1.jpg?ts=1689695238840': 'Image 0 of STRAIGHT FIT SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5624/086/819/2/w/448/5624086819_2_1_1.jpg?ts=1689695238896': 'Image 1 of STRAIGHT FIT SUIT TROUSERS from Zara'}]","₹ 4,990.00",Straight-fit trousers with front pockets and back welt pockets. Front zip fly and button fastening.
50,RELAXED FIT CARGO TROUSERS,https://www.zara.com/in/en/relaxed-fit-cargo-trousers-p06335564.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6335/564/800/2/w/448/6335564800_1_1_1.jpg?ts=1692956954188': 'Image 0 of RELAXED FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6335/564/800/2/w/448/6335564800_2_1_1.jpg?ts=1692956953537': 'Image 1 of RELAXED FIT CARGO TROUSERS from Zara'}]","₹ 4,990.00",Relaxed fit trousers with an elasticated waistband with adjustable drawstring. Side pockets and rear welt pockets. Patch pockets on the legs.
52,TEXTURED COMFORT TROUSERS,https://www.zara.com/in/en/textured-comfort-trousers-p00706215.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/251/757/2/w/448/6861251757_1_1_1.jpg?ts=1692962622507': 'Image 0 of TEXTURED COMFORT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/251/757/2/w/448/6861251757_2_1_1.jpg?ts=1692962620959': 'Image 1 of TEXTURED COMFORT TROUSERS from Zara'}]","₹ 2,990.00",Slim-fit trousers made of two-way stretchy fabric. Front pockets and rear welt pockets with button detail. Front zip fly and top button fastening.
63,FADED JOGGERS WITH RIPS,https://www.zara.com/in/en/faded-joggers-with-rips-p06462352.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6462/352/605/2/w/448/6462352605_1_1_1.jpg?ts=1692951284198': 'Image 0 of FADED JOGGERS WITH RIPS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6462/352/605/2/w/448/6462352605_2_1_1.jpg?ts=1692951291882': 'Image 1 of FADED JOGGERS WITH RIPS from Zara'}]","₹ 3,990.00",Wide-fit trousers. Elastic drawstring waistband. Front pockets and rear patch pocket. Ripped-effect trims. Front vent at the hems.
64,TECHNICAL PARACHUTE TROUSERS,https://www.zara.com/in/en/technical-parachute-trousers-p05070307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5070/307/803/2/w/448/5070307803_1_1_1.jpg?ts=1691072083790': 'Image 0 of TECHNICAL PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5070/307/803/2/w/448/5070307803_2_1_1.jpg?ts=1691072085799': 'Image 1 of TECHNICAL PARACHUTE TROUSERS from Zara'}]","₹ 3,290.00",Relaxed fit trousers made of technical fabric. Adjustable elasticated waistband with inside drawstring and elastic on the sides. Front pockets and back welt pockets.
67,WIDE FIT JOGGER WAIST TROUSERS,https://www.zara.com/in/en/wide-fit-jogger-waist-trousers-p00761389.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/389/706/2/w/448/0761389706_1_1_1.jpg?ts=1691486099804': 'Image 0 of WIDE FIT JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/389/706/2/w/448/0761389706_2_1_1.jpg?ts=1691486099507': 'Image 1 of WIDE FIT JOGGER WAIST TROUSERS from Zara'}]","₹ 3,290.00",Wide fit trousers made of cotton fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket detail.
68,SLIM FIT SUIT TROUSERS,https://www.zara.com/in/en/slim-fit-suit-trousers-p01564711.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/711/800/2/w/448/1564711800_1_1_1.jpg?ts=1689605444912': 'Image 0 of SLIM FIT SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/711/800/2/w/448/1564711800_2_1_1.jpg?ts=1689605444749': 'Image 1 of SLIM FIT SUIT TROUSERS from Zara'}]","₹ 2,990.00","Slim fit trousers with front pockets, rear welt pockets and zip fly and top button fastening."
72,SLIM FIT SUIT TROUSERS,https://www.zara.com/in/en/slim-fit-suit-trousers-p06861371.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/371/420/2/w/448/6861371420_1_1_1.jpg?ts=1692963777200': 'Image 0 of SLIM FIT SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/371/420/2/w/448/6861371420_2_1_1.jpg?ts=1692963777678': 'Image 1 of SLIM FIT SUIT TROUSERS from Zara'}]","₹ 4,990.00","Slim fit trousers featuring front pockets, rear buttoned jetted pockets and zip fly and top button fastening."
73,SLIM FIT SUIT TROUSERS,https://www.zara.com/in/en/slim-fit-suit-trousers-p01564351.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/351/708/2/w/448/1564351708_1_1_1.jpg?ts=1689605443936': 'Image 0 of SLIM FIT SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/351/708/2/w/448/1564351708_2_1_1.jpg?ts=1689605446242': 'Image 1 of SLIM FIT SUIT TROUSERS from Zara'}]","₹ 4,990.00","Slim fit trousers featuring front pockets, rear jetted pockets and zip fly and top button fastening."
75,CARGO TROUSERS,https://www.zara.com/in/en/cargo-trousers-p00108421.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0108/421/709/2/w/448/0108421709_1_1_1.jpg?ts=1690442728649': 'Image 0 of CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0108/421/709/2/w/448/0108421709_2_1_1.jpg?ts=1690442724140': 'Image 1 of CARGO TROUSERS from Zara'}]","₹ 2,990.00",Relaxed fit trousers with an elasticated waistband and adjustable drawstring. Front pockets and rear welt pockets. Patch pockets with flaps on the legs. Cuffed elasticated hems.
81,SOFT CARGO TROUSERS,https://www.zara.com/in/en/soft-cargo-trousers-p05862331.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/331/505/2/w/448/5862331505_1_1_1.jpg?ts=1690543155741': 'Image 0 of SOFT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/331/505/2/w/448/5862331505_2_1_1.jpg?ts=1690543155971': 'Image 1 of SOFT CARGO TROUSERS from Zara'}]","₹ 3,990.00",Slim fit trousers with an elasticated waistband and adjustable drawstring. Front pockets and rear welt pocket. Patch pockets with flaps on the front of the legs. Cuffed elasticated hems.
85,RELAXED FIT CARGO TROUSERS,https://www.zara.com/in/en/relaxed-fit-cargo-trousers-p00108310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0108/310/800/2/w/448/0108310800_1_1_1.jpg?ts=1692351040339': 'Image 0 of RELAXED FIT CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0108/310/800/2/w/448/0108310800_2_1_1.jpg?ts=1692351040808': 'Image 1 of RELAXED FIT CARGO TROUSERS from Zara'}]","₹ 3,990.00",Relaxed-fit trousers. Front pockets and rear welt pockets. Patch pockets with flaps on the legs. Front zip fly and top button fastening.
89,100% LINEN TROUSERS,https://www.zara.com/in/en/100-linen-trousers-p01538402.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/302/916/2/w/448/1538302916_1_1_1.jpg?ts=1686065081362': 'Image 0 of 100% LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/302/916/2/w/448/1538302916_2_1_1.jpg?ts=1686065081085': 'Image 1 of 100% LINEN TROUSERS from Zara'}]","₹ 3,990.00",Trousers made of linen fabric. Elasticated waistband. Front pockets and back welt pockets. Zip fly and top button fastening.
95,100% LINEN SUIT TROUSERS,https://www.zara.com/in/en/100-linen-suit-trousers-p04468003.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_1_1_1.jpg?ts=1689675754012': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_2_1_1.jpg?ts=1689675754075': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]","₹ 4,990.00",Regular-fit trousers. Front pockets and back welt pockets. Front zip fly and top button fastening.
96,100% LINEN SUIT TROUSERS,https://www.zara.com/in/en/100-linen-suit-trousers-p04471003.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_1_1_1.jpg?ts=1689605443375': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_2_1_1.jpg?ts=1689605445944': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]","₹ 4,990.00",Regular fit trousers. Waist with front pleats. Front pockets and rear welt pockets. Front zip fly and button fastening.
